100,È possibile definire un metodo statico in un'interfaccia?,Corrispondono a dei metodi statici definiti sulle interfacce e non possono essere sovrascritti nelle classi che la implementano;
101,Qual è la differenza tra StringBuffer e StringBuilder?,"La differenza principale è che StringBuffer è sincronizzato e StringBuilder noi. A causa di questa differenza, la concatenazione di String utilizzando StringBuilder è più veloce di StringBuffer.  Ora è considerato una cattiva pratica usare StringBuffer, perché, nella maggior parte degli scenari, eseguiamo la concatenazione di stringhe nello stesso thread."
102,Qual è la differenza tra x == y e x.equals (y)?,"Prima di vedere la differenza tra equals e == dobbiamo capire un po' meglio come viene gestita la memoria nel caso in cui si abbia a che fare con dati di tipo primitivo o un oggetto. Un tipo primitivo in memoria è rappresentato come una locazione di memoria, in cui viene memorizzato il valore corrispondente. Un oggetto in memoria è rappresentato come una locazione in cui è presente il riferimento (ossia un indirizzo) all’area di memoria  contenente l’oggetto stesso.  Questa è la più grande differenza tra un oggetto e un tipo primitivo."
103,"Qual è la differenza tra le espressioni String s = ""ciao"" e Stringa s1 = new String (""Hello"")? Qual è migliore e più efficiente?","In generale, la dichiarazione di s è più efficiente da usare rispetto a s1. La stringa ""ciao"", viene creata nel pool di stringhe.  La dichiarazione di s1 invece, prima viene creata una stringa “Hello” nel pool di stringhe e poi crea un oggetto, di tipo String, nella memoria. Quindi in totale abbiamo la creazione di 2 oggetti rispetto a 1 del primo caso. Perciò il primo modo è più efficiente rispetto al secondo."
104,Qual è la differenza tra un parametro passato per riferimento e uno passato per valore?,"Come abbiamo visto, i metodi accettano delle variabili in input. Questa operazione viene chiamata “passaggio di parametri”. Passaggio Parametri Per Valore Una variabile, chiamiamola X, di tipo primitivo, viene passata ad un metodo per valore (passaggio parametri per valore): il metodo crea una copia della variabile X, chiamiamola X1, in input, e userà questa al suo interno. Perciò, tutte le modifiche fatte su X1, non influenzeranno in nessun modo X, che manterrà il suo valore originale.
Passaggio Parametri Per Riferimento Un oggetto X viene passato ad un metodo per riferimento: il metodo crea un’oggetto X1 che contiene un riferimento all’oggetto X. Le modifiche fatte su X1, verranno perciò riportate su X."
105,Qual è la differenza tra un processo e un thread?,"Una differenza sostanziale fra thread e processi consiste nel modo con cui essi condividono le risorse: mentre i processi sono di solito fra loro indipendenti, i thread di un processo tipicamente condividono le medesime informazioni di stato, la memoria ed altre risorse di sistema. Un'altra differenza è nel meccanismo di attivazione: la creazione di un nuovo processo è sempre onerosa per il sistema, in quanto devono essere allocate ovvero assegnate risorse necessarie alla sua esecuzione (allocazione di memoria, riferimenti alle periferiche, e così via, operazioni tipicamente onerose); il thread invece è parte di un processo e quindi una sua nuova attivazione viene effettuata in tempi ridottissimi a costi minimi."
106,Qual è la differenza tra le parole chiave throw e throws?,Quando vogliamo sollevare un'eccezione nel nostro codice usiamo throw. La parola chiave throws viene utilizzata nella dichiarazione del metodo per indicare le eccezioni che esso può generare. La gestione delle eccezioni indicate nel throws viene relegata al metodo chiamante.
107,Qual è la differenza tra una classe e un oggetto?,Una classe è un modello di un oggetto da creare. Un oggetto è un'istanza di una classe. Una classe definisce i metodi e le variabili membro. Un oggetto popola i valori delle variabili membro. Quindi la classe è una specie di timbro che si usa per creare oggetti. 
108,Cos’è l’Information Hiding?,"L’Information Hiding è un concetto della OOP. Viene usato per nascondere le informazioni. In java è implementato rendendo private le variabili e definendo dei metodi pubblici per accedervi. Questo aiuta a disaccoppiare la logica interna dell’oggetto dal mondo esterno. Utilizzando l’Information Hiding, un oggetto può cambiare la sua implementazione interna senza influire sul codice che un client usa per richiamarlo."
109,Come rendere un oggetto Immutabile?,Per rendere un oggetto immutabile:     • eliminare qualsiasi metodo setter che possa cambiare i campi della classe.      • rendere i campi final.  Seguendo queste regole garantirà che i campi dell’oggetto non cambieranno e di conseguenza l’oggetto sarà considerato immutabile.
110,Cos’è una classe Singleton?,Una classe Singleton è una classe che ha al massimo un'istanza. 
111,Cos’è il pattern Strategy?,"Il pattern Strategy è utilizzato per implementare un algoritmo (o un insieme di algoritmi) all'interno di una classe, in modo da poter modificare dinamicamente il suo comportamento, in base alle situazioni di utilizzo. O anche per permettere al client di decidere quale algoritmo utilizzare, senza conoscere i dettagli implementativi."
112,Cos’è il design pattern Observer?,"Nel pattern  Observer, c'è un Soggetto che mantiene l'elenco di Osservatori in attesa di aggiornamenti sull'argomento. Ogni volta che c'è un aggiornamento il Soggetto notifica a tutti gli osservatori il cambiamento. Per esempio, gli studenti in attesa del risultato del loro test sono gli osservatori e il test è l’oggetto osservato. Una volta che il risultato del test è noto, l'organizzatore comunica a  tutti gli studenti il loro risultato."
113,Cos’è il pattern Decorator?,"Il design pattern Decorator fornisce un’alternativa flessibile all’ereditarietà per estendere la funzionalità degli oggetti. Tale pattern consente di arricchire dinamicamente, a run-time, un oggetto con nuove funzionalità: è possibile impilare uno o più decorator uno sopra l’altro, ciascuno aggiungendo nuove funzionalità."
114,Cos’è il pattern Builder?,"Il pattern Builder è usato per la costruzione di oggetti molto complessi, sostituendo costruttori, poco leggibili e scomodi da utilizzare, con una classe, il builder appunto."
115,Un’interfaccia può avere metodi con corpo?,"Fino a java 8 un’interfaccia non poteva avere metodi implementati. Da Java 8 in poi, nelle interfacce si possono definire metodi di default,  statici  e privati con la particolarità dall’avere anche un corpo."
116,Quali sono gli usi principali del pattern Facade?,Alcuni degli usi più popolari del facade sono:     • Fornire metodi più semplici per attività che vengono usate spesso.     • Rendere più semplice un sistema.     • Nascondere il funzionamento del codice interno.     • Semplificare l’uso di un sistema molto complesso e difficile da usare.  
117,Qual è la differenza principale tra il pattern Builder e Factory?,Il pattern Builder può supportare la creazione di un gran numero di varianti di un oggetto. Il pattern Factory può creare una gamma più ampia di sottotipi di un oggetto.
118,Che cos'è il pattern DAO?,"Il pattern DAO viene utilizzato nel livello persistenza dei dati. Lo scopo è rendere l'applicazione disaccoppiata e meno dipendente dal database effettivo. In breve, il DAO nasconde l'implementazione del database alla classe che accede ai dati tramite un oggetto DAO. "
119,Cos’è il pattern Singleton?,"Il singleton è un pattern che garantisce una sola istanza di una determinata classe. Per esempio quando si desidera avere solo un Window Manager oppure una sola Coda di Stampa oppure un unico accesso al database si può usare il pattern singleton. Ci sono diversi modi per implementarlo in java. Il più semplice è rendere una variabile statica dello stesso tipo della classe, il costruttore privato (quindi nessuno lo può chiamare, e di conseguenza nessuno può istanziare la classe, al di fuori di essa) e avere un metodo statico che restituisca l’unica istanza esistente della classe. Questo modo di implementare il pattern si chiama Pattern Singleton Eager. "
120,Cosa serve la parola chiave final?,"Final è una keyword applicabile alle variabili, ai metodi e alle classi. In particolare si ha che:      • una variabile dichiarata final diviene una costante     • un metodo dichiarato final non può essere riscritto in una sottoclasse (non è possibile applicare l’override).     • una classe dichiarata final non può essere estesa (override e estensione saranno visti più avanti)"
121,Cos’è una variabile statica?,"Una variabile statica è condivisa da tutte le istanze della classe, ossia è una variabile globale comune a tutti gli oggetti di quella classe.  Di conseguenza, se un'istanza modifica una variabile statica, questa modifica sarà visibile da tutte le altre istanze dello stesso tipo."
122,Cos’è e come si crea un array?,"E' possibile avere un elenco di valori associati ad una variabile. Una variabile cosi composta si chiama array. Un array (anche detto vettore) è un gruppo di elementi che viene dichiarato, inizialmente, specificandone la dimensione.  La sintassi per la dichiarazione di una variabile di tipo array è la seguente:  TipoArray[]   nome = new TipoArray [n];  o anche:  TipoArray  nome[]= new TipoArray [n];  TipoArray  può essere sia un tipo primitivo che  una classe.  “n” indica che l’array può contenere fino ad un massimo di n elementi di tipo TipoArray.  Una volta creato l’array, possiamo accedere ai singoli elementi indicandone la posizione (detta indice), grazie all’operatore ‘[]‘ (parentesi quadre).
Un array multidimensionale è un array i cui elementi sono a loro volta array. La dichiarazione di un array multidimensionale è del tutto analoga a quella di un array monodimensionale, con la differenza che bisogna riportare tante coppie di parentesi quadre quante sono le dimensioni dell'array."
123,Cos’è un metodo statico?,"Un metodo statico è un metodo legato alla classe, non all’istanza. Viene usato quando si ha necessita di creare una operazione che non usa dati specifici di una istanza.  Per rendere un metodo statico è sufficiente inserire la parola chiave static nella sua dichiarazione."
124,Java è un linguaggio interpretato?,"Questi tipi di linguaggi, come suggerisce il nome, sono una via di mezzo tra quelli interpretati e quelli compilati.  Il codice sorgente viene prima trasformato (tramite il software compilatore) in un programma in un formato intermedio uguale per tutti i tipi di macchina.  Questo programma in linguaggio intermedio viene poi eseguito da un software interprete, diverso per ogni tipo di macchina (quindi potremmo avere un interprete per windows e un interprete per linux). Java è un linguaggio semi-interpretato, quindi il codice sorgente, che in questo caso corrisponde a un file di testo con estensione .java, ad esempio HelloWordl.java, viene “trasformato” (tramite un compilatore) in un formato intermedio (detto bytecode, riconoscibile dalla estensione file .class, esempio HelloWorld.class) che viene eseguito da un componente software installato sulla macchina in questione.  Questo componente è detto Java Virtual Machine (JVM), e dipende dal tipo di computer (ossia una JVM di linux sarà diversa da una JVM di windows)."
125,Cos’è un wrapper?,"Per ogni tipo primitivo, in java, esiste una classe corrispondente (detta Wrapper), il cui nome si può ottenere capitalizzando (mettendo in maiuscolo la prima lettera) il nome, tranne nel caso di Integer e Character che oltre alla prima lettera cambiano anche il nome.  Fondamentalmente, una classe wrapper è come un involucro (wrap) che ha lo scopo di contenere un valore primitivo, trasformandolo in un oggetto (quindi utilizzabile con le Java Collection, in quanto una collection può contenere solo oggetti e non tipi primitivi) e dotandolo di metodi di utilità."
126,Cosa sono le interfacce funzionali?,"Vengono chiamate interfacce funzionali (functional interface) delle interfacce con un solo metodo astratto. Sono generalmente marcate con l’annotazione @FunctionalInterface, anche se non è obbligatorio. Le lambda sono usate SOLO con le funcional interface."
127,Cos’è il polimorfismo?,"n informatica, il termine polimorfismo (“avere molte forme”) viene usato in senso generico per riferirsi a espressioni  che possono rappresentare valori di diversi tipi  (dette espressioni polimorfiche). Il polimorfismo in Java ha due diversi tipi di comportamenti:       • polimorfismo dei metodi      • polimorfismo dei dati  Il polimorfismo dei metodi si riferisce all’overloading e overriding dei metodi, che abbiamo già visto.    Analizziamo ora il polimorfismo dei dati.  Il polimorfismo dei dati permette ad una classe di assumere tutte le forme dei figli. 
Grazie a questa caratteristica, possiamo usare oggetti che espongono una stessa interfaccia, ma hanno implementazioni diverse.  Ricordiamoci infatti, che una interfaccia definisce un contratto generale che le sottoclassi devono soddisfare.  Quindi, possiamo utilizzare, ad esempio in un metodo, una interfaccia che varierà il suo comportamento in base a quale sottoclasse effettivamente verrà utilizzata. "
128,Cos’è l’ Overriding,Una classe derivata può avere un metodo identico ad un metodo già presente nella classe base. Questa operazione di riscrittura è nota come ovverride.
129,Cos’è l’overloading?,"In Java, una classe può avere più metodi con lo stesso nome ma argomenti diversi. Questo meccanismo è noto come Overloading. Per implementare l’overloading dobbiamo creare due, o più, metodi con lo stesso nome in una classe ed eseguire una / più delle seguenti operazioni: 1. Diverso numero di parametri 2. Diversi tipi di dati dei parametri 3. Diversa sequenza del tipo di dati dei parametri"
130,"Classe astratta e interfaccia, differenze e usi	118?","Entrambe permettono di definire un concetto senza dover conoscere i dettagli di una classe, dettagli che saranno implementati dai figli. Differenze sintattiche principali:      • Una classe astratta, oltre a metodi astratti, può contenere dati e metodi non astratti. Una interfaccia no.     • Una classe astratta può avere un costruttore. Una interfaccia no.     • In una interfaccia si possono definire solo variabili statiche e costanti.     • In una interfaccia i metodi la visibilità sarà public in automatico (c’è anche la possibilità di usare quella di default ma i figli saranno “costretti” a fare l’override dei metodi con public, anche se sono nello stesso package).  Oltre le differenze sintattiche, si usa una classe astratta o una interfaccia in base al tipo di legame che si vuole instaurare con le classi derivate.  Se si vuole un legame molto forte con le classi derivate si usa una classe astratta, in questo modo tutti i figli avranno un comportamento comune (ricordiamoci che una classe può estendere solo una classe).  Le interfacce, invece, servono per definire un comportamento più generico con i figli, potendo questi essere di vario genere e natura (ciò è dovuto al fatto che un figlio può implementare tante interfacce ma solo una classe, astratta o meno)."
131,I wrapper vengono passati per valore o per riferimento?,"I wrapper, essendo delle classi, sono teoricamente passati per riferimento ma, dato che l’unica modifica consentita su di essi è una nuova riassegnazione ( non ci sono metodi set nei wrapper), e questo vuole dire che tutte le modifiche fatte dal metodo sui wrapper non verranno riportati fuori dal metodo stesso, allora possiamo affermare che i wrapper  è come se fossero passati per valore. "
132,Come si fa a lanciare una eccezione?,Tramite la parola chiave Throw possiamo lanciare una eccezione. Esempio:  throw new Exception();
133,"Nello switch, la mancanza del break cosa comporta?","La mancanza del break, nel costrutto switch, comporta l’esecuzione del codice successivo."
134,"Differenza tra set, map e list?","Le List servono nel caso in cui i dati possano essere duplicati. Contiene dati ordinati in base all’inserimento . I Set si utilizzano nel caso in cui i dati non devono avere valori replicati. Map, i dati contenuti sono indicizzati tramite chiave e valore. Non contiene chiavi duplicate, ogni chiave ha al massimo un valore."
135,Cos’è l’immutabilità delle stringhe?,"Le stringhe in java sono rappresentate come degli oggetti della classe String; possono perciò essere create tramite l'operatore new.  String s = new String(""Hello"");  Esiste anche un modo alternativo  per  crearle (in questo caso sono dette stringhe letterali):    String s = ""Hello"";  La differenza principale è che, nel caso di new, viene creato un nuovo oggetto in memoria, invece, con la forma letterale, viene prima controllato se esiste già una stringa simile in una speciale area di memoria dedicata alle stringhe (String Pool); se esiste si ritorna un riferimento ad essa altrimenti si crea nuova e la si mette sempre nel string pool."
136,L’hashCode e il problema delle collisioni,"L'hashCode è un metodo in Java che restituisce un numero intero rappresentante il valore hash dell'oggetto. Questo valore viene utilizzato da strutture dati come HashMap per distribuire gli oggetti all'interno di un array o di una tabella hash.  Il problema delle collisioni si verifica quando due oggetti diversi producono lo stesso valore hash. In altre parole, due oggetti diversi hanno lo stesso hashCode. Poiché lo spazio degli hash è finito (ad esempio, se si utilizza un array per memorizzare gli oggetti in base all'hash), possono verificarsi collisioni.  Per gestire le collisioni, Java utilizza una struttura dati chiamata ""bucket"" all'interno delle tabelle hash. In caso di collisione, gli oggetti con lo stesso valore hash vengono memorizzati in un singolo bucket. Quando si cerca di recuperare un oggetto, l'algoritmo cerca prima nell'hash code appropriato e poi all'interno del bucket.  È importante progettare una buona funzione hash che distribuisca gli oggetti in modo uniforme per ridurre al minimo le collisioni. Inoltre, le moderne implementazioni delle strutture dati hash in Java, come HashMap, gestiscono automaticamente le collisioni per garantire un buon equilibrio delle prestazioni."
137,"Il seguente codice cosa stampa?
String a = ""abc"";  		String b = ""abc""; 		System.out.println(a == b);","Questo codice stampa “true” perché, a causa dell’immutabilità delle stringhe, a e b puntano allo stesso oggetto in memoria. "
138,Cosa sono le funzioni Lambda?,"Le espressioni Lambda costituiscono la principale novità per il linguaggio di programmazione Java 8.  Essa fornisce un modo per creare una funzione anonima, introducendo di fatto un nuovo tipo Java. Ma cos’è una funzione anonima (funzione non classe anonima)?  E’ una funzione che ha un corpo ma non un nome ed è definita nel punto in cui viene utilizzata. La loro sintassi è qualcosa di simile:  <interfacciaFunzionale>  nomeIstanza = (arg1, arg2) -> {body};"
139,Spiegare il Pattern Facade,"Letteralmente facade significa ""facciata"", ed infatti nella programmazione ad oggetti indica un oggetto che permette, attraverso un'interfaccia più semplice, l'accesso a sottosistemi che espongono interfacce complesse e molto diverse tra loro, nonché a blocchi di codice complessi. Consideriamo, ad esempio, la seguente situazione in cui una classe Client, per realizzare una singola operazione deve accedere ad alcune classi molto differenti tra loro.
L'utilizzo del pattern facade (qui realizzato attraverso la classe Facade) permette di nascondere la complessità dell'operazione, poiché in questo caso la classe Client chiama soltanto il metodo metodoUnico per realizzare la stessa operazione."
140,Mostrare i due modi di creare e startare un thread,Un thread si può creare estendendo la classe thread o implementando l’interfaccia runnable.
141,Spiegare il foreach dopo java 8,"Dopo Java 8, con l'introduzione del concetto di programmazione funzionale e l'aggiunta di nuove caratteristiche come le espressioni lambda e i nuovi metodi nelle interfacce funzionali, anche il ciclo foreach (o forEach) è stato migliorato per supportare in modo più elegante la programmazione funzionale.  Prima di Java 8, il ciclo foreach era utilizzato principalmente per iterare su collezioni di oggetti, come array o liste. Tuttavia, con l'introduzione del metodo forEach nelle interfacce Iterable in Java 8, è possibile eseguire operazioni su ciascun elemento di una collezione in modo più conciso e flessibile."
142,Cos’è una classe anonima?,"Java fornisce un meccanismo per dichiarare e istanziare una classe allo stesso tempo. Queste classi prendono il nome di classi anonime, poiché sono delle classi senza nome, locali, dichiarate all’interno di un metodo.  Vengono utilizzate quando si ha la necessità di avere una classe che serve solo in quel punto e in quel momento; risulta, quindi, inutile scrivere una normale classe che non verrà mai riutilizzata. E’ come se fossero delle classi usa e getta. Un grande vantaggio è la lunghezza del codice, molto più breve e compatto rispetto a dover scrivere un’intera classe da zero.  La sintassi per creare una classe anonima corrisponde alla chiamata di un costruttore, seguita da un blocco di codice che estende la classe stessa (o implementa metodi nel caso si crei una istanza anonima di una interfaccia). La sintassi è uguale sia che si voglia estendere una classe:    new class-name ( [ argument-list ] ) { class-body }  che implementare una interfaccia: new interface-name () { class-body }"
143,Creare un programma furono per leggere un file csv,"public List<String[]> readFromCsvFile(String separator, String fileName){
    try (BufferedReader reader = new BufferedReader(new FileReader(fileName))){
        List<String[]> list = new ArrayList<>();
        String line = """";
        while((line = reader.readLine()) != null){
            String[] array = line.split(separator);
            list.add(array);
        }
        return list;
    } catch (IOException e) {
        e.printStackTrace();
        return null;
    }  
}"
144,Pattern Mvc,"Il pattern MVC (Model-View-Controller) è un design pattern architetturale ampiamente utilizzato nel campo dello sviluppo del software. Esso separa le responsabilità di un'applicazione in tre componenti principali: Model, View, e Controller. Questa separazione aiuta a organizzare il codice in modo modulare, facilitando la manutenzione e l'estensione del software.  Ecco una spiegazione dei tre componenti principali del pattern MVC:  Model (Modello):  Il Model rappresenta la parte centrale dell'applicazione che gestisce i dati e la logica di business. È responsabile della manipolazione e dell'accesso ai dati, nonché dell'applicazione delle regole di business. Il Model notifica gli osservatori (spesso le parti View) quando i dati vengono modificati in modo che possano essere aggiornati. View (Vista):  La View è responsabile di visualizzare i dati provenienti dal Model e di presentarli agli utenti. Risponde agli input dell'utente e interagisce con il Controller per trasmettere le azioni dell'utente al Model. La View può essere più di una e può rappresentare i dati in modi diversi, ad esempio, una vista tabellare e una vista grafica. Controller (Controllore):  Il Controller agisce come intermediario tra la View e il Model. Riceve gli input dall'utente attraverso la View e traduce questi input in azioni che il Model deve eseguire. Aggiorna la View in base alle modifiche nel Model e può anche aggiornare il Model in risposta a eventi della View. Garantisce che la logica di business e la gestione degli input siano separate dalla presentazione dei dati. Il flusso di interazione tipico in un'applicazione basata sul pattern MVC è il seguente:  L'utente interagisce con la View (ad esempio, cliccando su un pulsante). La View invia l'input al Controller. Il Controller interpreta l'input, decide quali azioni intraprendere e interagisce con il Model. Il Model esegue le azioni richieste e aggiorna se necessario la View. La View ottiene i nuovi dati dal Model e si aggiorna di conseguenza. L'utente visualizza le modifiche nella View. Il pattern MVC favorisce la separazione delle responsabilità, rendendo il codice più modularizzato, facile da testare e mantenere. È ampiamente utilizzato in molti framework di sviluppo, come ad esempio Ruby on Rails, Spring (Java), Django (Python), e molti altri."
145,Come funziona l’operatore ternario con if?,"L'operatore ternario di Java è un costrutto condizionale che produce risultati analoghi al costrutto if ... else ... richiedendo, tuttavia, molto meno codice rispetto a quest'ultimo. Si tratta di una forma ""sintetica"" (occupa una sola linea di codice) attraverso la quale esprimere una condizione del tipo se ... altrimenti ..... L'operatore ternario viene usato prevalentemente in fase di assegnazione di una variabile (ma non solo, ovviamente) e sfrutta gli operatori ? e : per esprimere il proprio potenziale.  la sua sintassi è la:  condizione ? valore_1 : valore_2"
146,L’inizializzazione dei campi nelle interfacce è obbligatoria?,"I campi nelle interfacce sono considerate di default delle costanti final, e di conseguenza devono essere per forza inizializzati, pena errore di compilazione."
147,Qual è la funzione della keyword super?,"La parola chiave super è utilizzata in Java per riferirsi agli elementi della superclasse. Come per l’operatore this, anche super, viene utilizzato sia per le variabili (super.variabile) che per invocare altri metodi, tra cui anche il costruttore della classe padre."
148,Quali sono i modificatori di visibilità?,Public visibile da qualsiasi parte del programma   Private visibile solo all'interno della stessa  classe  Protected visibile solo dalle classi dello stesso package e da tutte le sottoclassi Default ( anche detta di package) visibile dallo stesso package e dalle sottoclassi se sono nello stesso package. È la visibilità assegnata di default se non viene specificato nulla. 
149,Se lancio una runtimeexception nel main che succede?,Niente perché è una unchecked exception quindi non da errore di compilazione.
150,Una classe astratta può avere un costruttore?,"Si, una classe astratta può avere un costruttore, al contrario delle interfacce."
151,Cosa significa thread-safe?,"Il concetto di thread safety (dall'inglese sicurezza dei thread), in programmazione, viene utilizzato, nell'ambito del multithreading, per indicare la caratteristica di una porzione di codice che si comporta in modo corretto nel caso di esecuzioni multiple da parte di più thread."
152,Una classe astratta deve avere obbligatoriamente almeno un metodo astratto?,"No, una classe può essere astratta senza avere nessun metodo astratto.
"
153,"Differenze tra String, StringBuilder e StringBuffer	140?","Le Stringhe sono immutabili e quindi ogni volta che eseguiamo manipolazioni come concatenazione, sottostringa, ecc., viene genera una nuova stringa, e di conseguenza anche oggetti che eleggibili per il garbagecollector. Queste sono operazioni pesanti, perciò Java ha fornito le classi StringBuffer e StringBuilder che dovrebbero essere utilizzate per la manipolazione delle stringhe. StringBuffer è thread-safe ma più lenta rispetto a StringBuilder, che non è thread-safe. "
154,"Quante stringhe vengono concretamente create dal seguente codice?
String a,b,c ; 		a = ""1234""; 		b=a; 		c=a+b;","Vengono create due stringhe, uno per a e l’altro per la concatenazione."
155,Un’interfaccia si può istanziare?,"No, una interfaccia non può essere instanziata."
156,Una interfaccia può essere estesa da un’altra interfaccia?,"Si, una interfaccia può essere estesa da un’altra interfaccia."
157,Cos’è un pattern?,"Immaginiamo di avere un problema che si ripresenta spesso, e ogni volta lo risolviamo, partendo in pratica da zero. Le prime domande che ci vengono in mente sono “perché scoprire ogni volta l’acqua calda? Perché non creare una soluzione generica che possiamo usare ogni volta che si ripresenta questo problema?”. Un pattern è proprio questo: una soluzione progettuale generale a un problema ricorrente.  Il concetto di pattern non è esclusivo dell’informatica, ma viene utilizzato in settori anche molto diversi tra loro (esempio architettura, psicologia, etc). Nell’informatica, riutilizzare modelli di progettazione noti aiuta a prevenire problemi che possono presentarsi nelle fasi successive di sviluppo e migliorano la leggibilità del codice. "
158,Che cos’è l’ereditarietà?,"Nel mondo reale classifichiamo tutto con categorie e sottocategorie. Per esempio un cane è un animale, cioè cane è una sotto categoria della categoria animale, perché ha tutte le caratteristiche di un animale e in più le particolarità di cane.  Ma, per quello che abbiamo visto, le categorie nella OOP sono rappresentate come classi, quindi ""cane"" è una sottoclasse della classe ""animale"".  L’ereditarietà è la caratteristica che mette in relazione più classi che hanno caratteristiche comuni. In Java viene realizzata tramite le parole chiavi extends e implements."
159,Quante classi può ereditare una classe?,Una classe può estendere solo una classe (o una classe astratta) e implementare quante interfacce vuole.
160,Qual è la differenza tra un oggetto Double ed double?,Double è la classe wrapper del tipo primitivo double
161,Differenza tra && e &,"L’operatore & è detto bitwise e opera sui bit. La differenza, rispetto all’operatore &&, è che vengono verificare entrambe le condizioni dell’and, a prescindere se la prima è falsa."
162,Cos'è il framework Spring?,"Spring è un framework open source che permette di sviluppare applicazioni Java. Essendo diviso in moduli, si può scegliere quali integrare nella nostra applicazione. Spring è facilmente integrabile con altri framework."
163,Quali sono gli usi del modulo AOP in Spring?,"Il modulo AOP è anche noto come modulo della programmazione orientata agli aspetti. Che vuol dire programmare ad aspetti? Aggiungere dei comportamenti (aspetti) a delle funzionalità che sono trasversali all’applicazione permettendo così di non ""contaminare"" le classi business. Esempi di cross-cutting concern (funzionalità trasversali): • Logging • Gestione delle transazioni • Etc"
164,Qual è il principale vantaggio del Principio di inversione del controllo (IOC)?,"Il principio di inversione del controllo (IOC) è alla base di Spring. Con la Dependency Injection, un programmatore deve scrivere molto meno codice. Il vantaggio più importante è che porta a diminuire l'accoppiamento all'interno degli oggetti, rendendo più facile adattare l'applicazione a nuovi requisiti."
165,Spiegare il concetto di Dependency Iniecton (DI) in Spring?,"Dependency Injection è un pattern di progettazione del software molto usato nel framework Spring. Tramite esso, gli oggetti non vengono più creati nel classico modo, cioè con la parola chiave new, ma è sufficiente descrivere a spring come crearli e poi ci penserà lui a costruirlo e restituirlo tramite  l’injecton."
166,Cos'è un Bean Spring?,"Uno Spring Bean è un semplice bean java creato e gestito da un contenitore Spring. Può esserci più di un bean in un'applicazione Spring. Ma tutti questi bean sono istanziati e assemblati dal contenitore Spring. Lo sviluppatore fornisce dei metadati di configurazione al contenitore Spring per la loro creazione e gestione del ciclo di vita. Di default uno Spring Bean è singleton, ma può ovviamente essere cambiato. "
167,Quali sono i diversi scope che un bean spring può assumere?,"Il framework Spring supporta sei tipi di scope per un Bean: singleton: questo è lo scope predefinito di un bean. In questo scope, esiste una singola istanza di oggetto di bean dentro Spring. prototype: in questo scope un bean può essere istanziato più volte. request: in questo scope, una istanza di bean rimane legata a ciclo di vita di una singola richiesta HTTP. Ogni richiesta HTTP avrà la propria istanza del bean. session: in questo scope, il bean è legata al ciclo di vita di una sessione HTTP. Ogni sessione HTTP ne avrà una istanza del bean. globalSession: questo scope, lega una singola definizione del bean al ciclo di vita di una sessione HTTP globale. È generalmente valido in un contesto di portlet. application: questo ambito limita il bean al ciclo di vita di un ServletContext. "
168,Cos’è l AOP?,"La programmazione orientata agli aspetti (Aspect-Oriented Programming o, più brevemente, AOP) rappresenta un altro modo di vedere la progettazione di un software. Al contrario della programmazione orientata sugli oggetti (Object-Oriented Programming - OOP) dove l'elemento principale è la classe, nella AOP tutto è basato sugli aspect. Che vuol dire programmare ad aspetti? Aggiungere dei comportamenti (aspetti)  a delle funzionalità che sono trasversali alla applicazione permettendo così di non ""contaminare"" le classi business. Esempi di cross-cutting concern (funzionalità trasversali): • Logging • Gestione delle transazioni"
169,Cos’è l’annotazione @RequestMapping?,"In Spring MVC, usiamo l'annotazione @RequestMapping per mappare una http request con un metodo del controller. In @RequestMapping possiamo specificare anche il tipo di http request come  GET, PUT, POST ecc."
170,Cos'è Spring Boot?,"Spring Boot è una soluzione per creare microservizi in Spring, applicazioni che possono essere eseguite autonomamente."
171,Cos'è Hibernate?,Hibernate è un popolare framework Object Relational Mapping (ORM). Aiuta a mappare le tabelle di un database relazionale in oggetti java. Hibernate fornisce anche l'implementazione dell'API Java Persistence (JPA).
172,Cos'è un ORM?,"Object Relational Mapping (ORM) è una tecnica di programmazione per mappare i dati da un database relazionale a un dominio orientato agli oggetti modello.  In  Java, la maggior parte del software è basata sulla progettazione orientata agli oggetti. Ma i dati memorizzati nei database relazionali si basano tabelle. ORM recupera i dati dal database in modo orientato agli oggetti,  riducendo lo sforzo degli sviluppatori nella scrittura di operazioni crud."
173,Cos'è  l’HQL di hibernate?,"Hibernate Query Language è anche noto come HQL. E’ simile a SQL ma è orientato agli oggetti. Le query HQL vengono tradotte da hibernate in query SQL native specifiche per un determinato db. HQL supporta anche l'esecuzione diretta di query SQL native, ma questo pero potrebbe ovviamente creare un problema nella portabilità del database."
174,Cosa sono i Criteria di Hibernate?,I criteria sono delle api di Hibernate da cui ottenere entità dal db. È un approccio molto intuitivo e semplice per effettuare query sul db.   
175,Come si può vedere il codice sql generato da hibernate?,"Per visualizzare l'SQL generato da Hibernate, dobbiamo attivare il show_sql flag. Questo può essere fatto nella configurazione Hibernate come segue: <property name = ""show_sql""> true </property> "
176,Cos’è lo stato transient di un’entità in Hibernate?,"Quando viene creata un'istanza di un entity utilizzando l'operatore new l'oggetto è nello stato transient. In questo stato, l'oggetto non ha una rappresentazione persistente nel database. Inoltre non vi è alcun identificatore assegnato ad esso."
